Question,Answer
I want to know how to change the language settings asap?,"Our platform supports English, Spanish, and French. You can change your preferred language under the app settings menu."
"I want to know my item is defective, how to replace it today.","If you received a damaged or defective item, you can request a free replacement via 'My Orders' within 7 days of delivery."
I need information on do you accept international debit cards if possible.,"We accept Visa, Mastercard, American Express, and RuPay cards. All transactions are fully encrypted and secure."
Could you tell me how to cancel my prime membership thanks.,"Yes, we offer flexible EMI options and no-cost EMI on selected bank cards. Subscriptions can be managed via the 'Membership' dashboard."
Wondering if how can I pay for my order today.,"We accept all major Credit/Debit Cards, UPI, Net Banking, popular Wallets, and Cash on Delivery (COD)."
Can anyone explain where is my refund if possible.,"Once your return is inspected and approved, your refund status will update. You can track it under 'Refunds' in your account."
I want to know what are the current offers please.,"Please check our homepage or the 'Offers Zone' tab for all live discounts, bank offers, and seasonal deals."
"Please tell me, Where is the cancel button for my order today.","You can cancel your order from the 'My Orders' section before it is shipped. Once shipped, it cannot be canceled directly."
Could you tell me how to check my refund status right now?,"Once your return is inspected and approved, your refund status will update. You can track it under 'Refunds' in your account."
I'm wondering what happens if my order is delayed please.,"We sincerely apologize for the delay. Please check your tracking link for any updates, or reach out to customer support to look into it."
Could you tell me how to pay via BHIM UPI thanks.,"Yes, we accept all UPI payments including Google Pay, PhonePe, Paytm, and BHIM at checkout."
Quick question: Please verify my order status today.,You can view the real-time status of your order under 'My Orders' on our website or app.
Do you know where is the cancel button for my order if possible.,"You can cancel your order from the 'My Orders' section before it is shipped. Once shipped, it cannot be canceled directly."
Who is the seller of this product asap?,Seller information and ratings are displayed directly on the product detail page under the 'Seller' tab.
Could you tell me can I use digital wallets to pay right now?,"Yes, we support payments through popular digital wallets like Paytm, Amazon Pay, Mobikwik, and PhonePe wallet."
"Just checking, How does COD work if possible.","Yes, Cash on Delivery is available for most locations. A small handling fee may apply depending on your order value."
"Just checking, Which credit cards are accepted please.","We accept Visa, Mastercard, American Express, and RuPay cards. All transactions are fully encrypted and secure."
